Genes,,,,,,
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NZ_CP097881.1,3464940,3465215,frmR,plus,,
NZ_CP097881.1,3465250,3466359,frmA,plus,,
NZ_CP097881.1,3466453,3467286,fghA,plus,,
NZ_CP097881.1,3467510,3468049,yaiL,minus,,
NZ_CP097881.1,3468151,3469362,mhpT,minus,,
NZ_CP097881.1,3469940,3470953,mhpE,minus,,
NZ_CP097881.1,3470950,3471900,mhpF,minus,,
NZ_CP097881.1,3471897,3472706,mhpD,minus,,
NZ_CP097881.1,3472716,3473582,mhpC,minus,,
NZ_CP097881.1,3473600,3474544,mhpB,minus,,
NZ_CP097881.1,3474546,3476210,mhpA,minus,,
NZ_CP097881.1,3476401,3477234,mhpR,plus,,
NZ_CP097881.1,3477311,3478393,lacI,plus,,
NZ_CP097881.1,3478516,3481590,lacZ,plus,,
NZ_CP097881.1,3481642,3482895,lacY,plus,,
NZ_CP097881.1,3482961,3483572,lacA,plus,,
NZ_CP097881.1,3483675,3484829,cynX,minus,,
NZ_CP097881.1,3484862,3485332,cynS,minus,,
NZ_CP097881.1,3485363,3486022,cynT,minus,,
NZ_CP097881.1,3486131,3487030,cynR,plus,,
NZ_CP097881.1,3487367,3488650,codA,minus,,
NZ_CP097881.1,3488640,3489899,codB,minus,,
NZ_CP097881.1,3490229,3492115,prpE,minus,,
NZ_CP097881.1,3492155,3493606,prpD,minus,,
NZ_CP097881.1,3493640,3494809,prpC,minus,,
NZ_CP097881.1,3495249,3496139,prpB,minus,,
NZ_CP097881.1,3496378,3497964,prpR,plus,,
NZ_CP097881.1,3498062,3498337,yahO,minus,,
NZ_CP097881.1,3498484,3499155,yahN,plus,,
NZ_CP097881.1,3499172,3499417,yahM,minus,,
NZ_CP097881.1,3499830,3500645,yahL,minus,,
NZ_CP097881.1,3500888,3501937,yahK,minus,,
NZ_CP097881.1,3502024,3502098,,minus,,
NZ_CP097881.1,3502314,3503696,yahJ,minus,,
NZ_CP097881.1,3503706,3504656,yahI,minus,,
NZ_CP097881.1,3504732,3505028,yahH,minus,,
NZ_CP097881.1,3505078,3506496,yahG,minus,,
NZ_CP097881.1,3506496,3508043,fdrA,minus,,
NZ_CP097881.1,3508033,3508896,yahE,minus,,
NZ_CP097881.1,3508936,3509541,yahD,minus,,
NZ_CP097881.1,3509799,3510296,yahC,plus,,
NZ_CP097881.1,3510388,3511320,yahB,plus,,
NZ_CP097881.1,3511362,3512450,pdeL,minus,,
NZ_CP097881.1,3512945,3513019,,minus,,
NZ_CP097881.1,3513325,3515358,betT,minus,,
NZ_CP097881.1,3515487,3516074,betI,plus,,
NZ_CP097881.1,3516088,3517560,betB,plus,,
NZ_CP097881.1,3517574,3519244,betA,plus,,
NZ_CP097881.1,3519457,3520125,ykgH,plus,,
NZ_CP097881.1,3520368,3521063,ykgG,minus,,
NZ_CP097881.1,3521056,3522483,ykgF,minus,,
NZ_CP097881.1,3522494,3523213,ykgE,minus,,
NZ_CP097881.1,3523740,3524594,rclR,minus,,
NZ_CP097881.1,3524820,3526145,rclA,plus,,
NZ_CP097881.1,3526254,3526490,rclB,plus,,
NZ_CP097881.1,3526502,3527095,rclC,plus,,
NZ_CP097881.1,3527254,3527382,,minus,,
NZ_CP097881.1,3527685,3528338,,plus,,
NZ_CP097881.1,3528368,3529530,,minus,,
NZ_CP097881.1,3529589,3530464,,minus,,
NZ_CP097881.1,3531016,3531105,,plus,,
NZ_CP097881.1,3531579,3531680,ykgR,plus,,
NZ_CP097881.1,3532044,3532307,ykgM,plus,,
NZ_CP097881.1,3532307,3532447,ykgO,plus,,
NZ_CP097881.1,3532482,3532709,ykgL,minus,,
NZ_CP097881.1,3533433,3534413,,minus,,
NZ_CP097881.1,3534732,3535274,ecpR,plus,,
NZ_CP097881.1,3535349,3535936,ecpA,plus,,
NZ_CP097881.1,3535994,3536662,ecpB,plus,,
NZ_CP097881.1,3536688,3539213,ecpC,plus,,
NZ_CP097881.1,3539203,3540846,ecpD,plus,,
NZ_CP097881.1,3540815,3541525,ecpE,plus,,
NZ_CP097881.1,3541838,3542167,ykgJ,plus,,
NZ_CP097881.1,3542415,3543029,yagU,minus,,
NZ_CP097881.1,3543447,3544136,paoA,plus,,
NZ_CP097881.1,3544133,3545089,paoB,plus,,
NZ_CP097881.1,3545086,3547284,paoC,plus,,
NZ_CP097881.1,3547294,3548250,paoD,plus,,
NZ_CP097881.1,3548301,3548639,,plus,,
NZ_CP097881.1,3548924,3550324,intF,plus,,
NZ_CP097881.1,3550441,3550881,yagN,plus,,
NZ_CP097881.1,3550878,3551102,ykgV,plus,,
NZ_CP097881.1,3551221,3552075,yagM,plus,,
NZ_CP097881.1,3552102,3552800,yagL,plus,,
NZ_CP097881.1,3553072,3553698,yagK,plus,,
NZ_CP097881.1,3553789,3554520,yagJ,minus,,
NZ_CP097881.1,3554674,3555371,,plus,,
NZ_CP097881.1,3555388,3555591,,minus,,
NZ_CP097881.1,3555650,3555745,argL,plus,,
NZ_CP097881.1,3555715,3556719,argF,plus,,
NZ_CP097881.1,3556858,3557616,xynR,plus,,
NZ_CP097881.1,3557621,3559231,yagH,minus,,
NZ_CP097881.1,3559243,3560625,yagG,minus,,
NZ_CP097881.1,3560852,3562819,yagF,minus,,
NZ_CP097881.1,3562834,3563742,yagE,minus,,
NZ_CP097881.1,3564037,3565191,yagA,plus,,
NZ_CP097881.1,3565206,3565271,,plus,,
NZ_CP097881.1,3565285,3565635,yagB,plus,,
NZ_CP097881.1,3565658,3565906,,plus,,
NZ_CP097881.1,3565916,3566089,,minus,,
NZ_CP097881.1,3566145,3566842,,plus,,
NZ_CP097881.1,3566859,3567206,,plus,,
NZ_CP097881.1,3567218,3568264,fbpC,plus,,
NZ_CP097881.1,3568373,3569305,mmuM,minus,,
NZ_CP097881.1,3569292,3570695,mmuP,minus,,
NZ_CP097881.1,3570939,3571919,,plus,,
NZ_CP097881.1,3572067,3573158,ykfC,minus,,
NZ_CP097881.1,3573831,3574256,,minus,,
NZ_CP097881.1,3574266,3575417,,minus,,
NZ_CP097881.1,3575485,3575742,,minus,,
NZ_CP097881.1,3575838,3576731,perR,plus,,
NZ_CP097881.1,3577060,3577923,ykfA,plus,,
NZ_CP097881.1,3578015,3578836,yafZ,plus,,
NZ_CP097881.1,3579053,3579253,,plus,,
NZ_CP097881.1,3579228,3579467,ypjK,plus,,
NZ_CP097881.1,3579467,3579910,yafY,plus,,
NZ_CP097881.1,3579933,3580400,ykfB,plus,,
NZ_CP097881.1,3580477,3580716,ykfF,plus,,
NZ_CP097881.1,3580814,3581272,yafX,plus,,
NZ_CP097881.1,3581288,3581764,ykfG,plus,,
NZ_CP097881.1,3581773,3581994,ykfH,plus,,
NZ_CP097881.1,3582013,3582330,yafW,plus,,
NZ_CP097881.1,3582351,3582692,ykfI,plus,,
NZ_CP097881.1,3583074,3583149,,minus,,
NZ_CP097881.1,3583264,3584517,proA,minus,,
NZ_CP097881.1,3584529,3585632,proB,minus,,
NZ_CP097881.1,3585920,3586975,phoE,plus,,
NZ_CP097881.1,3587014,3587415,crl,minus,,
NZ_CP097881.1,3587473,3588717,frsA,minus,,
NZ_CP097881.1,3588809,3589267,gpt,minus,,
NZ_CP097881.1,3589528,3590985,pepD,plus,,
NZ_CP097881.1,3591042,3591548,prfH,minus,,
NZ_CP097881.1,3591559,3591765,,minus,,
NZ_CP097881.1,3592083,3592535,yafP,minus,,
NZ_CP097881.1,3592545,3592943,yafO,minus,,
NZ_CP097881.1,3592946,3593239,yafN,minus,,
NZ_CP097881.1,3593291,3594346,dinB,minus,,
NZ_CP097881.1,3594417,3595202,lafU,minus,,
NZ_CP097881.1,3595168,3596886,,plus,,
NZ_CP097881.1,3597110,3597607,rayT,minus,,
NZ_CP097881.1,3597783,3598532,yafL,minus,,
NZ_CP097881.1,3598742,3599002,dinJ,plus,,
NZ_CP097881.1,3599005,3599283,yafQ,plus,,
NZ_CP097881.1,3599439,3600179,dpaA,plus,,
NZ_CP097881.1,3600150,3600917,yafJ,minus,,
NZ_CP097881.1,3601123,3601701,lpcA,minus,,
NZ_CP097881.1,3601941,3604385,fadE,plus,,
NZ_CP097881.1,3604428,3604874,ivy,minus,,
NZ_CP097881.1,3605055,3605825,yafV,plus,,
NZ_CP097881.1,3605866,3606153,,minus,,
NZ_CP097881.1,3606142,3606498,,plus,,
NZ_CP097881.1,3606508,3606987,ykfM,plus,,
NZ_CP097881.1,3607124,3607909,,minus,,
NZ_CP097881.1,3608237,3608313,,minus,,
NZ_CP097881.1,3608446,3609177,dnaQ,minus,,
NZ_CP097881.1,3609242,3609709,rnhA,plus,,
NZ_CP097881.1,3609706,3610428,yafS,minus,,
NZ_CP097881.1,3610462,3611217,gloB,plus,,
NZ_CP097881.1,3611289,3612647,mltD,plus,,
NZ_CP097881.1,3612695,3613291,yafE,minus,,
NZ_CP097881.1,3613322,3614122,yafD,minus,,
NZ_CP097881.1,3614363,3615277,yafC,plus,,
NZ_CP097881.1,3615274,3616077,dkgB,minus,,
NZ_CP097881.1,3616240,3616316,,minus,,
NZ_CP097881.1,3616371,3616486,rrf,minus,,
NZ_CP097881.1,3616581,3619484,,minus,,
NZ_CP097881.1,3619668,3619743,,minus,,
NZ_CP097881.1,3619786,3619862,,minus,,
NZ_CP097881.1,3619931,3621472,,minus,,
NZ_CP097881.1,3621835,3622410,gmhB,minus,,
NZ_CP097881.1,3622598,3623629,metN,plus,,
NZ_CP097881.1,3623622,3624275,metI,plus,,
NZ_CP097881.1,3624315,3625130,metQ,plus,,
NZ_CP097881.1,3625248,3625652,rcsF,plus,,
NZ_CP097881.1,3625649,3626356,tsaA,plus,,
NZ_CP097881.1,3626468,3628186,proS,plus,,
NZ_CP097881.1,3628240,3629064,yaeF,plus,,
NZ_CP097881.1,3629264,3629974,nlpE,minus,,
NZ_CP097881.1,3629988,3630410,arfB,minus,,
NZ_CP097881.1,3630407,3630952,yaeQ,minus,,
NZ_CP097881.1,3631118,3631318,yaeP,plus,,
NZ_CP097881.1,3631305,3631565,rof,plus,,
NZ_CP097881.1,3631614,3632912,tilS,minus,,
NZ_CP097881.1,3632977,3633366,yaeR,minus,,
NZ_CP097881.1,3633423,3635564,ldcC,minus,,
NZ_CP097881.1,3635663,3636622,accA,minus,,
NZ_CP097881.1,3636635,3640117,dnaE,minus,,
NZ_CP097881.1,3640154,3640750,rnhB,minus,,
NZ_CP097881.1,3640747,3641895,lpxB,minus,,
NZ_CP097881.1,3641895,3642683,lpxA,minus,,
NZ_CP097881.1,3642687,3643142,fabZ,minus,,
NZ_CP097881.1,3643247,3644272,lpxD,minus,,
NZ_CP097881.1,3644276,3644761,skp,minus,,
NZ_CP097881.1,3644883,3647315,bamA,minus,,
NZ_CP097881.1,3647345,3648697,rseP,minus,,
NZ_CP097881.1,3648709,3649566,cdsA,minus,,
NZ_CP097881.1,3649579,3650337,ispU,minus,,
NZ_CP097881.1,3650526,3651722,ispC,minus,,
NZ_CP097881.1,3651814,3652371,frr,minus,,
NZ_CP097881.1,3652663,3653388,pyrH,minus,,
NZ_CP097881.1,3653535,3654386,tsf,minus,,
NZ_CP097881.1,3654644,3655369,rpsB,minus,,
NZ_CP097881.1,3655737,3656531,map,plus,,
NZ_CP097881.1,3656593,3659265,glnD,plus,,
NZ_CP097881.1,3659296,3660120,dapD,plus,,
NZ_CP097881.1,3660174,3660986,yaeI,plus,,
NZ_CP097881.1,3661148,3661534,yaeH,plus,,
NZ_CP097881.1,3661623,3662780,cdaR,minus,,
NZ_CP097881.1,3662935,3664359,degP,minus,,
NZ_CP097881.1,3664489,3666006,dgt,minus,,
NZ_CP097881.1,3666090,3666788,mtnN,plus,,
NZ_CP097881.1,3666781,3667581,btuF,plus,,
NZ_CP097881.1,3667619,3668242,yadS,plus,,
NZ_CP097881.1,3668289,3668633,erpA,minus,,
NZ_CP097881.1,3668626,3668691,yadW,minus,,
NZ_CP097881.1,3668715,3670136,clcA,minus,,
NZ_CP097881.1,3670148,3670195,yadX,minus,,
NZ_CP097881.1,3670361,3671641,hemL,plus,,
NZ_CP097881.1,3671799,3673781,fhuB,minus,,
NZ_CP097881.1,3673778,3674668,fhuD,minus,,
NZ_CP097881.1,3674668,3675465,fhuC,minus,,
NZ_CP097881.1,3675516,3677759,fhuA,minus,,
NZ_CP097881.1,3677979,3680513,mrcB,minus,,
NZ_CP097881.1,3680709,3683138,hrpB,minus,,
NZ_CP097881.1,3683212,3683742,thpR,plus,,
NZ_CP097881.1,3683757,3684461,sfsA,plus,,
NZ_CP097881.1,3684639,3685094,dksA,plus,,
NZ_CP097881.1,3685161,3686057,gluQRS,plus,,
NZ_CP097881.1,3686117,3687514,pcnB,plus,,
NZ_CP097881.1,3687511,3687990,folK,plus,,
NZ_CP097881.1,3688360,3688944,yadN,plus,,
NZ_CP097881.1,3689042,3689782,yadV,plus,,
NZ_CP097881.1,3689817,3692414,htrE,plus,,
NZ_CP097881.1,3692431,3693000,yadM,plus,,
NZ_CP097881.1,3693012,3693617,yadL,plus,,
NZ_CP097881.1,3693644,3694240,yadK,plus,,
NZ_CP097881.1,3694290,3695528,yadC,plus,,
NZ_CP097881.1,3695642,3696436,panB,plus,,
NZ_CP097881.1,3696448,3697299,panC,plus,,
NZ_CP097881.1,3697373,3698275,rpnC,minus,,
NZ_CP097881.1,3698549,3698929,panD,plus,,
NZ_CP097881.1,3698933,3700162,yadE,minus,,
NZ_CP097881.1,3700226,3700666,yadI,minus,,
NZ_CP097881.1,3700771,3701541,yadH,minus,,
NZ_CP097881.1,3701538,3702464,yadG,minus,,
NZ_CP097881.1,3702573,3703235,can,plus,,
NZ_CP097881.1,3703276,3703812,hpt,minus,,
NZ_CP097881.1,3704018,3706408,gcd,plus,,
NZ_CP097881.1,3706610,3708160,cueO,minus,,
NZ_CP097881.1,3708326,3708673,yacC,plus,,
NZ_CP097881.1,3708779,3709645,speE,plus,,
NZ_CP097881.1,3709661,3710455,speD,plus,,
NZ_CP097881.1,3710493,3710855,yacL,minus,,
NZ_CP097881.1,3711031,3713628,acnB,minus,,
NZ_CP097881.1,3713983,3715836,yacH,plus,,
NZ_CP097881.1,3715907,3717331,lpdA,minus,,
NZ_CP097881.1,3717656,3719548,aceF,minus,,
NZ_CP097881.1,3719563,3722226,aceE,minus,,
NZ_CP097881.1,3722387,3723151,pdhR,minus,,
NZ_CP097881.1,3723692,3725065,aroP,plus,,
NZ_CP097881.1,3725108,3725962,ampE,minus,,
NZ_CP097881.1,3725959,3726510,ampD,minus,,
NZ_CP097881.1,3726598,3727491,nadC,plus,,
NZ_CP097881.1,3727694,3728134,ppdD,plus,,
NZ_CP097881.1,3728144,3729529,gspE,plus,,
NZ_CP097881.1,3729519,3730721,hofC,plus,,
NZ_CP097881.1,3730756,3731799,guaC,minus,,
NZ_CP097881.1,3731955,3731999,,minus,,
NZ_CP097881.1,3732024,3732644,coaE,plus,,
NZ_CP097881.1,3732644,3733387,zapD,plus,,
NZ_CP097881.1,3733397,3733594,yacG,plus,,
NZ_CP097881.1,3733810,3734199,mutT,minus,,
NZ_CP097881.1,3734259,3736964,secA,minus,,
NZ_CP097881.1,3737026,3737538,secM,minus,,
NZ_CP097881.1,3737769,3738686,lpxC,minus,,
NZ_CP097881.1,3738787,3739938,ftsZ,minus,,
NZ_CP097881.1,3739999,3741261,ftsA,minus,,
NZ_CP097881.1,3741258,3742088,ftsQ,minus,,
NZ_CP097881.1,3742090,3743010,ddlB,minus,,
NZ_CP097881.1,3743003,3744478,murC,minus,,
NZ_CP097881.1,3744532,3745599,murG,minus,,
NZ_CP097881.1,3745596,3746840,ftsW,minus,,
NZ_CP097881.1,3746840,3748156,murD,minus,,
NZ_CP097881.1,3748159,3749241,mraY,minus,,
NZ_CP097881.1,3749235,3750593,murF,minus,,
NZ_CP097881.1,3750590,3752077,murE,minus,,
NZ_CP097881.1,3752064,3753830,ftsI,minus,,
NZ_CP097881.1,3753846,3754211,ftsL,minus,,
NZ_CP097881.1,3754208,3755149,rsmH,minus,,
NZ_CP097881.1,3755151,3755609,mraZ,minus,,
NZ_CP097881.1,3756211,3757215,cra,minus,,
NZ_CP097881.1,3757297,3757383,,minus,,
NZ_CP097881.1,3757395,3757886,ilvN,minus,,
NZ_CP097881.1,3757889,3759613,ilvI,minus,,
NZ_CP097881.1,3759732,3759776,,plus,,
NZ_CP097881.1,3759931,3760875,leuO,minus,,
NZ_CP097881.1,3761535,3761621,leuL,plus,,
NZ_CP097881.1,3761714,3763285,leuA,plus,,
NZ_CP097881.1,3763285,3764376,leuB,plus,,
NZ_CP097881.1,3764379,3765779,leuC,plus,,
NZ_CP097881.1,3765790,3766395,leuD,plus,,
NZ_CP097881.1,3766444,3767622,setA,minus,,
NZ_CP097881.1,3767724,3767855,sgrT,minus,,
NZ_CP097881.1,3767944,3769599,sgrR,plus,,
NZ_CP097881.1,3769763,3770746,thiB,plus,,
NZ_CP097881.1,3770722,3772332,thiP,plus,,
NZ_CP097881.1,3772316,3773014,thiQ,plus,,
NZ_CP097881.1,3773128,3773892,yabI,minus,,
NZ_CP097881.1,3773978,3774856,araC,minus,,
NZ_CP097881.1,3775195,3776895,araB,plus,,
NZ_CP097881.1,3776906,3778408,araA,plus,,
NZ_CP097881.1,3778693,3779388,araD,plus,,
NZ_CP097881.1,3779463,3781814,polB,plus,,
NZ_CP097881.1,3781979,3784885,rapA,plus,,
NZ_CP097881.1,3784897,3785556,rluA,plus,,
NZ_CP097881.1,3785769,3785947,,plus,,
NZ_CP097881.1,3785964,3786122,yabQ,minus,,
NZ_CP097881.1,3786119,3786769,yabP,minus,,
NZ_CP097881.1,3787064,3787879,djlA,minus,,
NZ_CP097881.1,3788134,3790488,lptD,plus,,
NZ_CP097881.1,3790541,3791827,surA,plus,,
NZ_CP097881.1,3791827,3792816,pdxA,plus,,
NZ_CP097881.1,3792813,3793634,rsmA,plus,,
NZ_CP097881.1,3793637,3794014,apaG,plus,,
NZ_CP097881.1,3794021,3794863,apaH,plus,,
NZ_CP097881.1,3794941,3795420,folA,minus,,
NZ_CP097881.1,3795612,3797474,kefC,minus,,
NZ_CP097881.1,3797467,3797997,kefF,minus,,
NZ_CP097881.1,3798105,3799436,yaaU,minus,,
NZ_CP097881.1,3799493,3799780,fixX,minus,,
NZ_CP097881.1,3799777,3801063,fixC,minus,,
NZ_CP097881.1,3801114,3802055,fixB,minus,,
NZ_CP097881.1,3802070,3802840,fixA,minus,,
NZ_CP097881.1,3803312,3804826,caiT,plus,,
NZ_CP097881.1,3804857,3805999,caiA,plus,,
NZ_CP097881.1,3806128,3807345,caiB,plus,,
NZ_CP097881.1,3807419,3808972,caiC,plus,,
NZ_CP097881.1,3809081,3809866,caiD,plus,,
NZ_CP097881.1,3809872,3810462,caiE,plus,,
NZ_CP097881.1,3810548,3810943,caiF,minus,,
NZ_CP097881.1,3811205,3814426,carB,minus,,
NZ_CP097881.1,3814444,3815592,carA,minus,,
NZ_CP097881.1,3816048,3816869,dapB,minus,,
NZ_CP097881.1,3817036,3817950,rihC,minus,,
NZ_CP097881.1,3818016,3818966,ispH,minus,,
NZ_CP097881.1,3818968,3819417,fkpB,minus,,
NZ_CP097881.1,3819542,3820036,lspA,minus,,
NZ_CP097881.1,3820036,3822852,ileS,minus,,
NZ_CP097881.1,3822895,3823836,ribF,minus,,
NZ_CP097881.1,3823844,3824062,yaaY,minus,,
NZ_CP097881.1,3824165,3824428,rpsT,plus,,
NZ_CP097881.1,3824735,3825432,,plus,,
NZ_CP097881.1,3825448,3825585,,plus,,
NZ_CP097881.1,3825623,3826522,nhaR,minus,,
NZ_CP097881.1,3826588,3827754,nhaA,minus,,
NZ_CP097881.1,3828340,3828492,mokC,plus,,
NZ_CP097881.1,3828686,3829798,,minus,,
NZ_CP097881.1,3829945,3831075,dnaJ,minus,,
NZ_CP097881.1,3831164,3833080,dnaK,minus,,
NZ_CP097881.1,3833457,3833861,yaaI,plus,,
NZ_CP097881.1,3833887,3834600,msyB,plus,,
NZ_CP097881.1,3834749,3835315,satP,plus,,
NZ_CP097881.1,3835350,3835937,mog,minus,,
NZ_CP097881.1,3836052,3837005,tal,minus,,
NZ_CP097881.1,3837284,3838714,yaaJ,plus,,
NZ_CP097881.1,3838784,3839560,yaaA,plus,,
NZ_CP097881.1,3839713,3840009,yaaX,minus,,
NZ_CP097881.1,3840223,3841509,thrC,minus,,
NZ_CP097881.1,3841510,3842442,thrB,minus,,
NZ_CP097881.1,3842444,3844906,thrA,minus,,
NZ_CP097881.1,3844988,3845053,thrL,minus,,
NZ_CP097881.1,3845267,3845953,yjtD,minus,,
NZ_CP097881.1,3846353,3846493,yjjY,minus,,
NZ_CP097881.1,3846589,3847305,arcA,plus,,
NZ_CP097881.1,3847365,3848717,creD,minus,,
NZ_CP097881.1,3848775,3850199,creC,minus,,
NZ_CP097881.1,3850199,3850888,creB,minus,,
NZ_CP097881.1,3850901,3851374,creA,minus,,
NZ_CP097881.1,3851585,3852454,robA,plus,,
NZ_CP097881.1,3852451,3853098,gpmB,minus,,
NZ_CP097881.1,3853150,3853662,yjjX,plus,,
NZ_CP097881.1,3853809,3854135,trpR,minus,,
NZ_CP097881.1,3854225,3856162,sltY,minus,,
NZ_CP097881.1,3856373,3858040,ettA,plus,,
NZ_CP097881.1,3858201,3858314,nadS,minus,,
NZ_CP097881.1,3858348,3859580,nadR,minus,,
NZ_CP097881.1,3859601,3860983,radA,minus,,
NZ_CP097881.1,3861032,3862000,serB,minus,,
NZ_CP097881.1,3862106,3862750,ytjB,plus,,
NZ_CP097881.1,3862778,3863794,lplA,plus,,
NZ_CP097881.1,3863795,3865126,yjjJ,minus,,
NZ_CP097881.1,3865293,3866012,deoD,minus,,
NZ_CP097881.1,3866069,3867292,deoB,minus,,
NZ_CP097881.1,3867344,3868666,deoA,minus,,
NZ_CP097881.1,3868793,3869572,deoC,minus,,
NZ_CP097881.1,3869830,3871380,yjjI,plus,,
NZ_CP097881.1,3871352,3872215,yjjW,plus,,
NZ_CP097881.1,3872635,3873414,yjjV,minus,,
NZ_CP097881.1,3873411,3874484,yjjU,minus,,
NZ_CP097881.1,3874606,3874767,ytjA,minus,,
NZ_CP097881.1,3874894,3875499,osmY,minus,,
NZ_CP097881.1,3875892,3877481,prfC,minus,,
NZ_CP097881.1,3877572,3878249,yjjG,minus,,
NZ_CP097881.1,3878264,3878710,rimI,minus,,
NZ_CP097881.1,3878679,3879092,holD,minus,,
NZ_CP097881.1,3879195,3880226,rsmC,plus,,
NZ_CP097881.1,3880494,3880580,,plus,,
NZ_CP097881.1,3880609,3880695,,plus,,
NZ_CP097881.1,3880730,3880816,,plus,,
NZ_CP097881.1,3880855,3881091,yjjZ,minus,,
NZ_CP097881.1,3881232,3882020,fhuF,plus,,
NZ_CP097881.1,3882058,3882735,bglJ,minus,,
NZ_CP097881.1,3882693,3883418,yjjQ,minus,,
NZ_CP097881.1,3884037,3884807,yjjP,plus,,
NZ_CP097881.1,3884798,3885271,yjjB,plus,,
NZ_CP097881.1,3885378,3885917,dnaT,plus,,
NZ_CP097881.1,3885920,3886657,dnaC,plus,,
NZ_CP097881.1,3886706,3887200,yjjA,plus,,
NZ_CP097881.1,3887454,3889745,opgB,plus,,
NZ_CP097881.1,3889883,3890905,lgoD,minus,,
NZ_CP097881.1,3891044,3891958,lgoR,plus,,
NZ_CP097881.1,3892173,3893534,lgoT,plus,,
NZ_CP097881.1,3893583,3895238,tsr,minus,,
NZ_CP097881.1,3895616,3897766,btsT,plus,,
NZ_CP097881.1,3897816,3898019,yjiX,plus,,
NZ_CP097881.1,3898030,3898986,yjiA,plus,,
NZ_CP097881.1,3899032,3899946,mrr,minus,,
NZ_CP097881.1,3900134,3903646,hsdR,plus,,
NZ_CP097881.1,3903847,3905436,hsdM,plus,,
NZ_CP097881.1,3905433,3906827,hsdS,plus,,
NZ_CP097881.1,3907055,3907396,symE,plus,,
NZ_CP097881.1,3907558,3908937,mcrB,plus,,
NZ_CP097881.1,3908937,3909983,mcrC,plus,,
NZ_CP097881.1,3910040,3912976,,minus,,
NZ_CP097881.1,3912973,3914481,yjiT,minus,,
NZ_CP097881.1,3914980,3915144,yjiS,minus,,
NZ_CP097881.1,3915321,3916733,yjiR,plus,,
NZ_CP097881.1,3916977,3917897,,minus,,
NZ_CP097881.1,3918376,3919608,mdtM,plus,,
NZ_CP097881.1,3919649,3920929,yjiN,plus,,
NZ_CP097881.1,3921045,3922196,yjiM,plus,,
NZ_CP097881.1,3922206,3922973,yjiL,plus,,
NZ_CP097881.1,3922970,3923227,ytiA,plus,,
NZ_CP097881.1,3923292,3924152,yjiK,plus,,
NZ_CP097881.1,3924220,3925398,yjiJ,plus,,
NZ_CP097881.1,3925411,3925965,kptA,minus,,
NZ_CP097881.1,3926215,3926898,yjiH,plus,,
NZ_CP097881.1,3926895,3927356,yjiG,plus,,
NZ_CP097881.1,3927369,3928541,iadA,plus,,
NZ_CP097881.1,3928606,3929517,hypT,plus,,
NZ_CP097881.1,3929510,3929902,iraD,minus,,
NZ_CP097881.1,3929899,3929982,idlP,minus,,
NZ_CP097881.1,3930098,3930241,ytiD,minus,,
NZ_CP097881.1,3930575,3931405,yjiC,plus,,
NZ_CP097881.1,3931546,3932319,uxuR,minus,,
NZ_CP097881.1,3932534,3933994,uxuB,minus,,
NZ_CP097881.1,3934075,3935259,uxuA,minus,,
NZ_CP097881.1,3935599,3936942,gntP,plus,,
NZ_CP097881.1,3937185,3938087,fimH,minus,,
NZ_CP097881.1,3938107,3938550,,minus,,
NZ_CP097881.1,3938623,3939153,fimF,minus,,
NZ_CP097881.1,3939163,3941799,fimD,minus,,
NZ_CP097881.1,3941866,3942591,fimC,minus,,
NZ_CP097881.1,3942628,3943167,fimI,minus,,
NZ_CP097881.1,3943232,3943780,fimA,minus,,
NZ_CP097881.1,3944262,3944858,fimE,minus,,
NZ_CP097881.1,3945336,3945938,fimB,minus,,
NZ_CP097881.1,3947394,3948110,nanC,plus,,
NZ_CP097881.1,3948130,3949236,nanM,plus,,
NZ_CP097881.1,3949301,3950281,nanS,plus,,
NZ_CP097881.1,3950391,3950596,,plus,,
NZ_CP097881.1,3950864,3952104,yjhR,minus,,
NZ_CP097881.1,3952220,3952351,,plus,,
NZ_CP097881.1,3952842,3953099,topAI,plus,,
NZ_CP097881.1,3953111,3953656,yjhQ,plus,,
NZ_CP097881.1,3953712,3954458,yjhP,plus,,
NZ_CP097881.1,3954627,3954845,,plus,,
NZ_CP097881.1,3954883,3954999,,plus,,
NZ_CP097881.1,3955244,3956365,sgcX,plus,,
NZ_CP097881.1,3956362,3956640,sgcB,plus,,
NZ_CP097881.1,3956652,3957965,sgcC,plus,,
NZ_CP097881.1,3957978,3958784,sgcQ,plus,,
NZ_CP097881.1,3958915,3959346,sgcA,plus,,
NZ_CP097881.1,3959358,3959990,sgcE,plus,,
NZ_CP097881.1,3960007,3960789,sgcR,plus,,
NZ_CP097881.1,3961092,3961880,yjhI,plus,,
NZ_CP097881.1,3961885,3962790,yjhH,plus,,
NZ_CP097881.1,3962801,3964768,yjhG,plus,,
NZ_CP097881.1,3964875,3966224,yjhF,plus,,
NZ_CP097881.1,3966571,3967557,yjhU,plus,,
NZ_CP097881.1,3967671,3968368,,minus,,
NZ_CP097881.1,3968455,3968523,ykiE,minus,,
NZ_CP097881.1,3968660,3969181,fecI,plus,,
NZ_CP097881.1,3969178,3970131,fecR,plus,,
NZ_CP097881.1,3970218,3972542,fecA,plus,,
NZ_CP097881.1,3972587,3973489,fecB,plus,,
NZ_CP097881.1,3973486,3974484,fecC,plus,,
NZ_CP097881.1,3974481,3975437,fecD,plus,,
NZ_CP097881.1,3975438,3976205,fecE,plus,,
